REGION,TYPE OF OFFENCE,2007Q1,2007Q2,2007Q3,2007Q4,2008Q1,2008Q2,2008Q3,2008Q4,2009Q1,2009Q2,2009Q3,2009Q4
Haderslev,Theft of/taking bicycle without the owners consent (TWOC),97,103,136,93,108,133,145,114,85,142,144,75
Haderslev,Theft of/taking other objects without the owners consent (TWOC),25,30,29,31,34,38,45,30,37,50,63,35
Haderslev,Theft by finding,4,1,3,2,5,2,2,1,0,1,1,1
Haderslev,Embezzlement,2,0,1,1,1,0,0,1,1,2,0,1
Haderslev,Fraud,19,9,37,22,23,11,18,31,13,19,16,15
Haderslev,Fraud by cheque,1,1,1,3,5,1,1,0,0,0,2,3
Haderslev,Fraud by abuse of position,0,0,0,1,0,1,0,1,0,0,0,0
Haderslev,Blackmail and usury,1,1,0,0,0,0,3,1,0,0,1,0
Haderslev,Fraud against creditors,0,0,0,0,0,0,0,0,0,1,0,0
Haderslev,Handling stolen goods,2,3,3,4,2,7,1,0,6,6,3,1
Haderslev,Robbery,2,0,1,8,5,3,3,7,5,3,6,6
Haderslev,Aggravated tax evasion etc.,0,0,0,0,2,1,0,0,3,0,0,0
Haderslev,Malicious damage to property,106,84,89,111,135,105,93,150,112,87,90,99
Haderslev,Receiving stolen goods by negligence,0,0,1,0,0,0,0,2,2,0,0,0
Haderslev,Offence against and infringement of property,0,1,2,1,2,1,1,2,1,0,5,1
Haderslev,"Other offences, total",16,10,6,12,6,12,9,11,12,21,12,11
Haderslev,"Offences against public authority, etc.",5,3,2,2,1,5,3,3,4,7,2,5
Haderslev,Offences by public servants,0,0,0,0,0,0,0,0,0,0,0,0
Haderslev,Perjury,0,0,1,0,0,0,0,0,0,1,0,0
Haderslev,Any other kind of false statement,2,3,0,2,1,3,3,4,4,2,3,5
Haderslev,Offences concerning money and evidence,6,0,1,2,0,0,1,1,1,5,1,0
Haderslev,"Trafficking of drugs, etc.",1,4,1,3,0,0,1,0,0,1,3,0
Haderslev,Smuggling etc. of drugs,0,0,0,0,0,0,0,0,1,0,0,0
Haderslev,General public offences etc.,0,0,0,0,0,0,0,0,0,0,0,0
Haderslev,"Illegal trade, etc.",0,0,0,0,0,0,0,0,0,0,0,0
Haderslev,Family relation offences,0,0,0,0,0,0,0,0,0,0,0,0
Haderslev,Involuntary manslaughter etc. in connection with traffic accident,1,0,0,1,0,2,0,0,1,2,1,0
Haderslev,Non-molestation order (Repealed in 2012),1,0,0,0,0,0,0,2,0,1,1,1
Haderslev,Invasion of privacy and defamation,0,0,1,2,4,2,1,1,1,2,1,0
Haderslev,"Special acts, total",146,167,119,123,126,156,102,188,154,215,152,163
Haderslev,Euphoriants Act,42,43,13,23,29,29,21,31,29,29,16,22
Haderslev,The Offensive Weapons Act,16,22,20,11,8,18,8,18,15,12,12,15
Haderslev,"Tax legislation and fiscal acts, etc.",1,4,5,1,1,1,1,3,3,1,1,5
Haderslev,Other special acts in criminal law,30,36,30,27,34,50,27,69,42,75,56,55
Haderslev,Health and social security legislation,11,7,5,2,5,7,8,7,7,10,12,1
Haderslev,Building and housing legislation,1,0,2,0,0,0,0,0,0,0,1,0
Haderslev,The environmental protection act,3,6,4,6,2,12,7,2,7,13,5,12
Haderslev,"Legislation on animals, hunting, etc.",23,24,25,19,28,24,14,33,18,29,27,22
Haderslev,"Legislation on employment, transport, etc.",13,18,7,22,12,9,11,9,9,29,9,14
Haderslev,The Companies Act,0,0,0,0,0,0,0,1,0,0,2,0
Haderslev,Legislation on the national defence,2,0,0,3,2,4,0,5,3,4,2,6
Haderslev,Legislation applying to public utilities,0,1,0,1,1,0,0,0,4,0,3,1
Haderslev,"Legislation on gambling, licencing, trade",4,6,8,7,4,2,5,10,17,13,6,10
Haderslev,Any other special legislation,0,0,0,1,0,0,0,0,0,0,0,0
Haderslev,"Special legislation, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Kolding,"Nature of the offence, total",2070,2323,2301,2482,2364,2299,2362,2656,2355,2575,2473,2350
Kolding,"Penal Code, total",1842,2105,2024,2255,2043,2075,2160,2436,2202,2369,2259,2122
Kolding,"Penal code, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Kolding,"Sexual offenses, total",21,13,8,13,14,16,7,10,11,10,11,8
Kolding,"Incest, etc.",0,1,0,0,0,2,0,0,0,0,0,0
Kolding,"Rape, etc.",1,2,0,3,1,1,2,1,2,1,2,1
Kolding,Heterosexual offence against a child under 12 (Repealed in 2013),3,2,1,3,0,1,1,1,0,2,0,0
Kolding,Sexual offence against a child under 12 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Kolding,Any other kind of heterosexual offence (Repealed in 2013),3,2,2,0,2,2,0,2,0,1,1,0
Kolding,Sexual offence against a child under 15 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Kolding,Any other kind of sexual offence (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Kolding,Homosexual offence against a child under 12 (Repealed in 2013),0,0,0,0,0,0,0,0,0,0,0,0
Kolding,Any other kind of homosexual offence (Repealed in 2013),0,0,0,0,0,0,0,0,0,0,0,0
Kolding,Offence against public decency by groping,2,0,3,2,2,3,3,2,2,1,2,1
Kolding,Offence against public decency by indecent exposure,4,4,1,1,0,3,0,3,4,1,3,2
Kolding,Any other kind of offence against public decency,2,1,1,2,8,1,0,1,2,4,3,3
Kolding,"Prostitution, etc.",6,1,0,2,1,3,1,0,1,0,0,1
Kolding,"Crimes of violence, total",60,89,84,91,70,103,71,82,83,80,64,83
Kolding,Violence against public authority,3,15,14,18,7,8,6,11,12,5,11,13
Kolding,Unlawful assembly/disturbance of public order,0,0,1,1,0,0,0,0,0,0,0,0
Kolding,Homicide,0,0,0,0,0,0,0,1,0,0,0,0
Kolding,Attempted homicide,0,1,0,0,0,1,0,0,1,1,0,1
Kolding,Coercive control,0,0,0,0,0,0,0,0,0,0,0,0
Kolding,Common assault,43,45,37,46,38,54,40,46,40,50,25,50
Kolding,Assault causing actual bodily harm,0,8,7,5,3,8,5,3,6,8,4,2
Kolding,Particularly aggravated assault,0,0,1,1,0,0,0,0,0,0,0,0
Kolding,Unprovoked assault,0,0,0,0,0,0,0,0,0,0,0,0
Kolding,Any other kind of intentional trespass to the person,0,0,0,0,0,0,0,0,0,0,0,0
Kolding,Intentional bodily harm,0,0,0,0,0,0,0,0,0,0,0,0
Kolding,Causing death or bodily harm by negligence,0,0,0,0,0,1,0,0,0,1,0,0
Kolding,Offences against life and limb,1,2,1,1,2,2,1,2,3,3,0,0
Kolding,Offences against personal liberty,0,2,0,1,1,0,1,2,2,0,0,0
Kolding,Threats,13,16,23,18,19,29,18,17,19,12,24,17
Kolding,"Offences against property, total",1734,1981,1905,2121,1932,1928,2064,2322,2085,2263,2153,2009
Kolding,Forgery,10,5,3,7,5,12,6,6,1,7,3,3
Kolding,Cheque forgery,2,12,1,6,0,1,1,0,0,1,11,2
Kolding,Arson,4,0,6,3,2,3,1,2,2,0,2,4
Kolding,Burglary - business and community,129,99,121,118,126,93,149,134,122,149,175,91
Kolding,Residential burglaries,119,157,222,342,294,268,239,378,356,313,227,265
Kolding,Burglary (uninhabited buildings),56,50,53,72,68,74,66,122,86,50,51,82
Kolding,Theft from conveyances,339,351,300,307,252,244,275,322,334,379,327,345
Kolding,"Shoplifting, etc.",116,101,77,86,93,72,107,112,153,89,104,104
Kolding,Other kinds of theft,370,499,489,602,495,552,572,558,457,559,546,536
Kolding,Theft of/taking vehicle without the owners consent (TWOC),78,97,111,79,70,73,81,90,80,94,100,70
Kolding,Theft of/taking moped without the owners consent (TWOC),35,44,36,22,24,19,30,24,20,25,28,20
Kolding,Theft of/taking bicycle without the owners consent (TWOC),134,193,169,156,137,193,201,195,143,208,224,202
Kolding,Theft of/taking other objects without the owners consent (TWOC),39,67,68,46,47,65,89,78,63,83,81,48
Kolding,Theft by finding,7,13,6,10,7,4,8,4,4,3,6,4
Kolding,Embezzlement,0,2,2,1,1,2,0,2,1,0,2,1
Kolding,Fraud,27,19,28,20,23,28,25,28,28,20,57,30
Kolding,Fraud by cheque,7,9,2,7,1,0,1,0,3,1,8,1
Kolding,Fraud by abuse of position,0,1,0,0,0,0,4,2,0,0,0,0
Kolding,Blackmail and usury,0,2,0,1,0,0,2,3,0,1,2,0
Kolding,Fraud against creditors,0,0,1,0,1,2,0,0,0,0,0,0
Kolding,Handling stolen goods,4,5,9,10,9,5,11,12,6,16,4,4
Kolding,Robbery,9,10,12,14,13,17,17,24,19,13,15,16
Kolding,Aggravated tax evasion etc.,2,2,1,0,0,0,3,1,6,2,0,0
Kolding,Malicious damage to property,246,240,183,210,263,201,174,223,200,250,178,177
Kolding,Receiving stolen goods by negligence,0,0,2,0,0,0,0,0,0,0,0,0
Kolding,Offence against and infringement of property,1,3,3,2,1,0,2,2,1,0,2,4
Kolding,"Other offences, total",27,22,27,30,27,28,18,22,23,16,31,22
Kolding,"Offences against public authority, etc.",7,7,6,5,2,4,1,11,11,2,10,3
Kolding,Offences by public servants,0,0,0,0,0,0,0,0,0,1,0,0
Kolding,Perjury,1,1,0,0,1,0,0,0,0,1,0,2
Kolding,Any other kind of false statement,6,5,4,2,7,5,2,2,2,4,5,5
Kolding,Offences concerning money and evidence,3,1,3,3,0,0,0,0,1,0,8,0
Kolding,"Trafficking of drugs, etc.",3,6,6,18,6,7,8,3,1,1,1,1
Kolding,Smuggling etc. of drugs,0,0,0,0,1,0,1,0,0,0,0,0
Kolding,General public offences etc.,0,0,0,0,0,0,0,1,3,2,1,1
Kolding,"Illegal trade, etc.",0,0,0,0,0,0,0,0,0,0,0,0
Kolding,Family relation offences,0,0,0,0,0,0,0,0,0,0,1,0
Kolding,Involuntary manslaughter etc. in connection with traffic accident,0,0,0,0,0,0,1,1,0,1,0,3
Kolding,Non-molestation order (Repealed in 2012),1,1,5,1,7,7,3,2,1,3,1,5
Kolding,Invasion of privacy and defamation,6,1,3,1,3,5,2,2,4,1,4,2
Kolding,"Special acts, total",228,218,277,227,321,224,202,220,153,206,214,228
Kolding,Euphoriants Act,63,59,48,83,58,83,42,68,42,52,66,66
Kolding,The Offensive Weapons Act,31,25,24,33,41,38,24,28,16,22,26,27
Kolding,"Tax legislation and fiscal acts, etc.",3,9,3,3,0,1,5,3,2,1,1,6
Kolding,Other special acts in criminal law,64,54,160,52,63,49,69,61,32,68,52,59
Kolding,Health and social security legislation,8,16,6,13,2,11,2,7,11,11,10,8
Kolding,Building and housing legislation,0,0,0,0,1,0,1,1,1,0,1,1
Kolding,The environmental protection act,0,0,5,0,1,4,5,4,5,2,5,5
Kolding,"Legislation on animals, hunting, etc.",40,32,19,25,23,26,25,29,18,34,39,29
Kolding,"Legislation on employment, transport, etc.",12,17,9,6,121,10,26,15,15,9,10,9
Kolding,The Companies Act,0,0,0,0,0,0,0,0,0,0,0,2
Kolding,Legislation on the national defence,0,0,0,0,1,0,0,1,5,1,2,2
Kolding,Legislation applying to public utilities,0,0,0,0,0,0,1,0,0,1,0,2
Kolding,"Legislation on gambling, licencing, trade",7,5,3,12,9,1,1,2,6,5,2,12
Kolding,Any other special legislation,0,1,0,0,1,1,1,1,0,0,0,0
Kolding,"Special legislation, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Sønderborg,"Nature of the offence, total",1259,1374,1323,1500,1274,1524,1504,1743,1631,1533,1771,1544
Sønderborg,"Penal Code, total",1143,1239,1200,1343,1130,1346,1372,1596,1404,1329,1559,1326
Sønderborg,"Penal code, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Sønderborg,"Sexual offenses, total",5,8,11,4,6,8,9,5,7,9,6,5
Sønderborg,"Incest, etc.",0,0,0,0,0,0,0,0,1,0,0,1
Sønderborg,"Rape, etc.",0,3,4,3,1,1,1,2,0,2,1,0
Sønderborg,Heterosexual offence against a child under 12 (Repealed in 2013),1,1,2,1,0,1,0,0,2,2,2,0
Sønderborg,Sexual offence against a child under 12 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Sønderborg,Any other kind of heterosexual offence (Repealed in 2013),0,0,1,0,2,1,2,1,1,1,0,1
Sønderborg,Sexual offence against a child under 15 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Sønderborg,Any other kind of sexual offence (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Sønderborg,Homosexual offence against a child under 12 (Repealed in 2013),0,0,0,0,0,0,0,0,0,0,0,0
Sønderborg,Any other kind of homosexual offence (Repealed in 2013),0,0,0,0,0,0,0,0,0,0,0,0
Sønderborg,Offence against public decency by groping,3,2,1,0,0,0,1,0,0,3,1,0
Sønderborg,Offence against public decency by indecent exposure,0,2,1,0,0,1,2,0,1,0,1,0
Sønderborg,Any other kind of offence against public decency,0,0,1,0,2,2,3,1,1,0,1,3
Sønderborg,"Prostitution, etc.",1,0,1,0,1,2,0,1,1,1,0,0
Sønderborg,"Crimes of violence, total",61,65,62,45,45,54,63,38,50,72,52,44
Sønderborg,Violence against public authority,9,9,3,3,8,10,8,6,7,12,14,5
Sønderborg,Unlawful assembly/disturbance of public order,0,0,0,0,0,0,0,0,0,0,0,0
Sønderborg,Homicide,1,0,0,0,0,0,0,0,0,0,0,0
Sønderborg,Attempted homicide,0,0,0,1,0,0,0,0,0,0,0,0
Sønderborg,Coercive control,0,0,0,0,0,0,0,0,0,0,0,0
Sønderborg,Common assault,36,37,33,28,27,33,33,21,33,35,23,26
Sønderborg,Assault causing actual bodily harm,2,5,4,3,0,5,7,3,1,6,4,6
Sønderborg,Particularly aggravated assault,0,0,0,0,0,0,0,0,0,0,0,0
Sønderborg,Unprovoked assault,0,0,0,0,0,0,0,0,0,0,0,0
Sønderborg,Any other kind of intentional trespass to the person,0,0,0,0,0,0,0,0,0,0,0,0
Sønderborg,Intentional bodily harm,0,0,0,0,0,0,0,0,0,0,0,0
Sønderborg,Causing death or bodily harm by negligence,0,0,0,0,0,0,1,0,0,0,0,0
Sønderborg,Offences against life and limb,0,1,3,0,0,0,1,0,0,1,0,0
Sønderborg,Offences against personal liberty,0,1,1,1,0,2,0,0,0,0,1,3
Sønderborg,Threats,13,12,18,9,10,4,13,8,9,18,10,4
Sønderborg,"Offences against property, total",1062,1150,1111,1281,1071,1264,1288,1537,1323,1224,1487,1259
Sønderborg,Forgery,9,8,3,2,3,1,2,2,4,1,3,4
Sønderborg,Cheque forgery,3,0,0,0,0,0,1,3,0,0,1,0
Sønderborg,Arson,5,4,3,16,7,4,0,2,3,4,1,0
Sønderborg,Burglary - business and community,100,84,78,100,71,96,117,152,165,128,224,143
Sønderborg,Residential burglaries,117,89,122,169,150,106,96,209,247,121,187,153
Sønderborg,Burglary (uninhabited buildings),69,54,47,43,63,59,54,87,101,55,72,101
Sønderborg,Theft from conveyances,125,165,112,207,74,164,156,198,114,142,181,106
Sønderborg,"Shoplifting, etc.",39,42,31,62,57,46,32,66,40,27,34,43
Sønderborg,Other kinds of theft,207,252,254,288,256,348,366,373,236,281,250,265
Sønderborg,Theft of/taking vehicle without the owners consent (TWOC),25,29,30,38,28,41,55,45,55,36,41,63
Sønderborg,Theft of/taking moped without the owners consent (TWOC),39,40,46,26,28,49,48,35,20,47,49,21
Sønderborg,Theft of/taking bicycle without the owners consent (TWOC),103,153,148,106,127,158,186,132,116,152,215,118
Sønderborg,Theft of/taking other objects without the owners consent (TWOC),28,38,46,38,31,62,41,46,41,61,75,43
Sønderborg,Theft by finding,2,4,1,1,4,1,3,6,2,6,1,2
Sønderborg,Embezzlement,0,0,2,1,0,0,0,1,0,1,0,3
Sønderborg,Fraud,25,18,29,9,14,7,13,13,11,4,9,9
Sønderborg,Fraud by cheque,0,0,2,2,0,1,0,0,0,0,0,2
Sønderborg,Fraud by abuse of position,0,0,0,0,0,0,0,0,0,0,0,0
Sønderborg,Blackmail and usury,0,1,0,0,0,0,0,0,1,0,0,4
Sønderborg,Fraud against creditors,1,0,0,0,0,0,0,0,0,0,0,0
Sønderborg,Handling stolen goods,8,5,5,7,8,7,3,3,7,10,5,10
Sønderborg,Robbery,5,10,4,8,11,9,3,7,7,3,16,8
Sønderborg,Aggravated tax evasion etc.,0,0,0,0,0,1,0,0,1,0,2,0
Sønderborg,Malicious damage to property,150,154,148,156,137,102,111,157,150,145,121,161
Sønderborg,Receiving stolen goods by negligence,0,0,0,1,0,0,0,0,0,0,0,0
Sønderborg,Offence against and infringement of property,2,0,0,1,2,2,1,0,2,0,0,0
Sønderborg,"Other offences, total",15,16,16,13,8,20,12,16,24,24,14,18
Sønderborg,"Offences against public authority, etc.",5,2,6,5,0,9,4,2,10,9,6,5
Sønderborg,Offences by public servants,0,0,0,0,0,0,0,0,0,0,0,0
Sønderborg,Perjury,0,6,0,0,0,0,1,3,1,1,1,1
Sønderborg,Any other kind of false statement,2,3,2,0,2,3,2,2,2,2,4,3
Sønderborg,Offences concerning money and evidence,0,0,1,1,0,1,2,3,3,0,0,0
Sønderborg,"Trafficking of drugs, etc.",1,0,4,4,1,2,1,3,4,6,0,4
Sønderborg,Smuggling etc. of drugs,0,0,0,0,0,0,0,0,0,0,0,0
Sønderborg,General public offences etc.,0,0,0,0,0,1,0,0,1,0,0,1
Sønderborg,"Illegal trade, etc.",0,0,0,0,1,0,0,0,0,0,0,0
Sønderborg,Family relation offences,0,0,0,0,0,0,0,0,1,0,1,0
Sønderborg,Involuntary manslaughter etc. in connection with traffic accident,0,1,0,1,0,0,0,0,2,0,0,1
Sønderborg,Non-molestation order (Repealed in 2012),5,3,1,1,2,3,2,3,0,1,0,1
Sønderborg,Invasion of privacy and defamation,2,1,2,1,2,1,0,0,0,5,2,2
Sønderborg,"Special acts, total",116,135,123,157,144,178,132,147,227,204,212,218
Sønderborg,Euphoriants Act,13,20,14,31,22,33,20,30,41,38,28,47
Sønderborg,The Offensive Weapons Act,13,18,20,23,14,34,15,18,28,21,14,17
Sønderborg,"Tax legislation and fiscal acts, etc.",1,5,0,3,4,2,3,1,4,1,2,2
Sønderborg,Other special acts in criminal law,43,51,44,50,46,60,36,45,88,73,84,52
Sønderborg,Health and social security legislation,5,1,3,7,6,4,7,6,15,12,7,4
Sønderborg,Building and housing legislation,0,0,1,0,0,0,0,0,1,0,2,0
Sønderborg,The environmental protection act,3,2,6,2,9,2,10,6,6,5,11,11
Sønderborg,"Legislation on animals, hunting, etc.",15,22,22,27,22,22,31,20,13,34,51,26
Sønderborg,"Legislation on employment, transport, etc.",9,8,6,6,7,16,2,3,11,2,4,30
Sønderborg,The Companies Act,0,0,0,0,1,0,0,0,1,0,4,4
Sønderborg,Legislation on the national defence,0,2,0,1,3,0,0,0,0,0,1,10
Sønderborg,Legislation applying to public utilities,1,0,0,0,1,0,0,2,1,2,0,1
Sønderborg,"Legislation on gambling, licencing, trade",12,6,7,7,9,5,7,16,18,16,4,14
Sønderborg,Any other special legislation,1,0,0,0,0,0,1,0,0,0,0,0
Sønderborg,"Special legislation, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Tønder,"Nature of the offence, total",654,722,908,850,750,780,848,794,695,746,901,800
Tønder,"Penal Code, total",531,571,759,696,617,564,614,604,562,597,709,660
Tønder,"Penal code, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Tønder,"Sexual offenses, total",11,4,8,2,5,1,5,3,6,2,7,2
Tønder,"Incest, etc.",0,2,0,0,0,0,0,0,2,0,0,0
Tønder,"Rape, etc.",1,1,0,1,1,0,0,2,0,1,3,0
Tønder,Heterosexual offence against a child under 12 (Repealed in 2013),4,0,3,0,0,0,0,0,0,0,0,0
Tønder,Sexual offence against a child under 12 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Tønder,Any other kind of heterosexual offence (Repealed in 2013),1,0,4,1,1,0,0,1,1,1,2,1
Tønder,Sexual offence against a child under 15 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Tønder,Any other kind of sexual offence (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Tønder,Homosexual offence against a child under 12 (Repealed in 2013),0,0,0,0,0,0,0,0,0,0,0,0
Tønder,Any other kind of homosexual offence (Repealed in 2013),0,0,0,0,0,0,0,0,0,0,0,0
Tønder,Offence against public decency by groping,0,0,1,0,0,1,3,0,0,0,1,1
Tønder,Offence against public decency by indecent exposure,0,0,0,0,1,0,0,0,2,0,1,0
Tønder,Any other kind of offence against public decency,5,0,0,0,0,0,1,0,1,0,0,0
Tønder,"Prostitution, etc.",0,1,0,0,2,0,1,0,0,0,0,0
Tønder,"Crimes of violence, total",40,26,38,29,28,28,45,28,29,23,32,28
Tønder,Violence against public authority,8,6,9,4,9,5,7,13,4,3,8,4
Tønder,Unlawful assembly/disturbance of public order,0,0,0,0,0,0,0,0,0,0,0,0
Tønder,Homicide,0,0,1,0,0,0,1,0,0,0,0,0
Tønder,Attempted homicide,0,0,0,0,1,0,0,0,1,0,1,0
Tønder,Coercive control,0,0,0,0,0,0,0,0,0,0,0,0
Tønder,Common assault,17,17,20,11,8,16,28,8,16,11,16,13
Tønder,Assault causing actual bodily harm,4,0,3,1,2,1,3,4,3,2,2,4
Tønder,Particularly aggravated assault,0,0,0,0,0,0,0,0,0,0,0,0
Tønder,Unprovoked assault,0,0,0,0,0,0,0,0,0,0,0,0
Tønder,Any other kind of intentional trespass to the person,0,0,0,0,0,0,0,0,0,0,0,0
Tønder,Intentional bodily harm,0,0,0,0,0,0,0,0,0,0,0,0
Tønder,Causing death or bodily harm by negligence,0,0,0,0,0,0,0,0,0,0,0,0
Tønder,Offences against life and limb,0,0,0,3,0,1,0,0,0,0,0,1
Tønder,Offences against personal liberty,2,1,0,0,0,1,0,0,1,1,0,0
Tønder,Threats,9,2,5,10,8,4,6,3,4,6,5,6
Tønder,"Offences against property, total",476,535,701,656,574,524,556,565,516,561,646,623
Tønder,Forgery,1,1,0,2,6,3,0,0,2,4,2,1
Tønder,Cheque forgery,0,0,0,0,1,1,0,1,1,0,0,7
Tønder,Arson,1,1,1,1,0,0,1,1,0,2,0,1
Tønder,Burglary - business and community,56,40,32,62,33,42,23,47,37,37,63,52
Tønder,Residential burglaries,39,16,36,65,105,36,64,52,44,30,45,75
Tønder,Burglary (uninhabited buildings),23,26,25,16,16,20,17,25,42,30,21,28
Tønder,Theft from conveyances,33,63,140,74,39,60,69,51,52,69,69,82
Tønder,"Shoplifting, etc.",18,8,24,23,22,13,20,16,23,16,12,9
Tønder,Other kinds of theft,111,159,215,179,140,162,181,159,115,161,209,161
Tønder,Theft of/taking vehicle without the owners consent (TWOC),28,31,36,32,35,20,15,28,21,32,29,36
Tønder,Theft of/taking moped without the owners consent (TWOC),8,23,8,12,11,18,12,17,14,11,19,10
Tønder,Theft of/taking bicycle without the owners consent (TWOC),43,64,89,51,50,61,70,55,43,57,80,52
Tønder,Theft of/taking other objects without the owners consent (TWOC),12,16,21,14,18,20,18,15,13,32,24,23
Tønder,Theft by finding,3,1,2,1,3,3,3,1,1,2,2,3
Tønder,Embezzlement,0,0,2,0,0,0,0,0,0,0,0,0
Tønder,Fraud,3,2,10,7,6,4,3,7,5,11,6,3
Tønder,Fraud by cheque,0,0,0,0,0,1,2,0,0,2,0,7
Tønder,Fraud by abuse of position,0,0,0,1,0,0,0,0,0,0,2,0
Tønder,Blackmail and usury,0,0,0,0,0,1,0,1,0,0,0,0
Tønder,Fraud against creditors,0,0,0,0,1,0,0,0,0,0,0,1
Tønder,Handling stolen goods,3,0,0,0,3,2,0,2,3,1,2,2
Tønder,Robbery,6,1,0,2,4,2,4,6,0,1,0,0
Tønder,Aggravated tax evasion etc.,0,0,0,0,0,2,0,1,0,0,0,3
Tønder,Malicious damage to property,86,83,60,113,81,53,54,78,100,61,60,67
Tønder,Receiving stolen goods by negligence,1,0,0,0,0,0,0,0,0,0,0,0
Tønder,Offence against and infringement of property,1,0,0,1,0,0,0,2,0,2,1,0
Tønder,"Other offences, total",4,6,12,9,10,11,8,8,11,11,24,7
Tønder,"Offences against public authority, etc.",1,2,6,2,4,5,3,4,2,4,6,1
Tønder,Offences by public servants,0,0,0,0,0,0,0,0,0,0,0,0
Tønder,Perjury,0,0,0,0,0,0,0,0,0,0,0,0
Tønder,Any other kind of false statement,1,3,1,1,1,2,2,1,2,4,1,0
Tønder,Offences concerning money and evidence,1,0,2,2,1,0,0,0,3,0,9,0
Tønder,"Trafficking of drugs, etc.",0,1,1,1,0,2,0,1,1,0,1,0
Tønder,Smuggling etc. of drugs,0,0,0,1,0,0,0,0,0,0,0,0
Tønder,General public offences etc.,0,0,0,0,0,0,0,0,1,2,0,0
Tønder,"Illegal trade, etc.",0,0,0,0,0,0,0,0,0,0,0,0
Tønder,Family relation offences,0,0,0,0,0,0,2,0,0,0,1,1
Tønder,Involuntary manslaughter etc. in connection with traffic accident,0,0,1,1,1,2,0,0,2,1,0,1
Tønder,Non-molestation order (Repealed in 2012),0,0,0,1,0,0,0,0,0,0,5,3
Tønder,Invasion of privacy and defamation,1,0,1,0,3,0,1,2,0,0,1,1
Tønder,"Special acts, total",123,151,149,154,133,216,234,190,133,149,192,140
Tønder,Euphoriants Act,34,33,44,34,28,41,42,41,28,32,57,28
Tønder,The Offensive Weapons Act,14,14,10,12,4,14,11,6,9,13,12,12
Tønder,"Tax legislation and fiscal acts, etc.",3,4,1,5,2,3,7,2,2,2,1,3
Tønder,Other special acts in criminal law,21,27,39,33,34,52,90,51,27,26,49,30
Tønder,Health and social security legislation,6,6,6,8,11,15,4,11,9,5,8,5
Tønder,Building and housing legislation,0,1,0,0,0,0,2,0,0,0,1,0
Tønder,The environmental protection act,2,17,3,7,9,32,16,20,4,14,4,11
Tønder,"Legislation on animals, hunting, etc.",26,34,28,30,26,42,45,40,32,36,35,28
Tønder,"Legislation on employment, transport, etc.",3,8,7,6,13,7,4,11,11,7,5,6
Tønder,The Companies Act,0,0,0,0,0,0,0,0,0,0,1,0
Tønder,Legislation on the national defence,3,4,3,11,0,0,0,0,0,0,5,4
Tønder,Legislation applying to public utilities,1,0,1,1,1,2,0,1,0,1,0,0
Tønder,"Legislation on gambling, licencing, trade",10,3,6,6,5,8,13,7,11,13,13,12
Tønder,Any other special legislation,0,0,1,1,0,0,0,0,0,0,1,1
Tønder,"Special legislation, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Varde,"Nature of the offence, total",763,750,943,829,801,887,932,891,995,904,917,843
Varde,"Penal Code, total",669,673,823,715,719,764,824,774,862,813,824,726
Varde,"Penal code, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Varde,"Sexual offenses, total",1,4,2,4,14,4,4,4,3,7,12,0
Varde,"Incest, etc.",0,1,0,0,2,1,0,0,0,0,0,0
