REGION,TYPE OF OFFENCE,2007Q1,2007Q2,2007Q3,2007Q4,2008Q1,2008Q2,2008Q3,2008Q4,2009Q1,2009Q2,2009Q3,2009Q4
Billund,Euphoriants Act,30,32,33,49,58,58,50,41,30,46,53,44
Billund,The Offensive Weapons Act,13,11,33,17,5,7,29,6,8,3,13,9
Billund,"Tax legislation and fiscal acts, etc.",0,1,2,4,1,0,0,0,2,0,1,4
Billund,Other special acts in criminal law,5,9,11,17,5,14,16,5,6,14,18,7
Billund,Health and social security legislation,2,3,4,2,7,2,2,4,3,1,7,4
Billund,Building and housing legislation,0,0,0,0,0,1,0,0,1,0,0,0
Billund,The environmental protection act,5,1,8,2,5,6,16,3,5,9,6,12
Billund,"Legislation on animals, hunting, etc.",4,10,17,11,9,9,19,11,6,6,15,5
Billund,"Legislation on employment, transport, etc.",1,4,5,6,12,2,9,1,1,0,8,1
Billund,The Companies Act,0,0,1,0,0,0,0,0,0,0,0,0
Billund,Legislation on the national defence,0,0,0,1,1,0,0,1,0,0,1,0
Billund,Legislation applying to public utilities,0,1,0,0,1,1,0,0,0,0,0,0
Billund,"Legislation on gambling, licencing, trade",6,3,2,1,5,0,1,10,2,4,6,4
Billund,Any other special legislation,1,0,0,0,0,0,0,0,0,0,0,0
Billund,"Special legislation, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Esbjerg,"Nature of the offence, total",2657,2620,2573,2651,2659,2873,2712,3050,2585,2784,2813,2831
Esbjerg,"Penal Code, total",2285,2236,2126,2221,2263,2421,2344,2607,2128,2257,2386,2377
Esbjerg,"Penal code, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Esbjerg,"Sexual offenses, total",17,14,13,23,31,23,13,21,15,21,13,14
Esbjerg,"Incest, etc.",0,0,0,0,3,3,0,0,0,1,1,0
Esbjerg,"Rape, etc.",4,2,0,9,5,3,1,4,4,6,1,4
Esbjerg,Heterosexual offence against a child under 12 (Repealed in 2013),0,2,1,5,6,1,2,1,0,2,2,0
Esbjerg,Sexual offence against a child under 12 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Esbjerg,Any other kind of heterosexual offence (Repealed in 2013),1,3,0,1,2,2,2,1,2,5,0,3
Esbjerg,Sexual offence against a child under 15 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Esbjerg,Any other kind of sexual offence (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Esbjerg,Homosexual offence against a child under 12 (Repealed in 2013),0,0,0,0,0,0,0,0,0,0,0,0
Esbjerg,Any other kind of homosexual offence (Repealed in 2013),0,0,0,0,0,0,0,0,0,0,0,0
Esbjerg,Offence against public decency by groping,4,3,3,4,6,6,4,2,2,3,2,3
Esbjerg,Offence against public decency by indecent exposure,2,2,5,0,1,5,1,3,1,1,1,0
Esbjerg,Any other kind of offence against public decency,4,2,3,4,2,1,1,9,4,1,6,3
Esbjerg,"Prostitution, etc.",2,0,1,0,6,2,2,1,2,2,0,1
Esbjerg,"Crimes of violence, total",118,107,146,127,121,115,119,139,155,139,139,141
Esbjerg,Violence against public authority,17,14,20,17,28,12,14,19,25,17,24,20
Esbjerg,Unlawful assembly/disturbance of public order,0,0,0,0,0,0,0,0,0,0,0,0
Esbjerg,Homicide,0,0,0,1,0,0,0,0,0,0,0,0
Esbjerg,Attempted homicide,0,0,2,0,0,1,0,2,0,3,1,0
Esbjerg,Coercive control,0,0,0,0,0,0,0,0,0,0,0,0
Esbjerg,Common assault,62,66,80,72,65,64,59,63,70,70,64,77
Esbjerg,Assault causing actual bodily harm,14,7,19,15,9,9,16,18,18,17,10,12
Esbjerg,Particularly aggravated assault,0,0,0,0,0,2,1,0,0,0,0,0
Esbjerg,Unprovoked assault,0,0,0,0,0,0,0,0,0,0,0,0
Esbjerg,Any other kind of intentional trespass to the person,0,0,0,0,0,0,0,0,0,0,0,0
Esbjerg,Intentional bodily harm,0,0,0,0,0,0,0,0,0,0,0,0
Esbjerg,Causing death or bodily harm by negligence,0,0,1,0,0,0,0,0,0,0,1,0
Esbjerg,Offences against life and limb,2,1,3,0,1,0,2,3,5,2,4,4
Esbjerg,Offences against personal liberty,2,0,0,1,1,1,2,2,6,1,2,1
Esbjerg,Threats,21,19,21,21,17,26,25,32,31,29,33,27
Esbjerg,"Offences against property, total",2112,2080,1913,2029,2086,2251,2186,2422,1920,2067,2206,2190
Esbjerg,Forgery,8,4,3,3,4,11,5,5,4,4,3,3
Esbjerg,Cheque forgery,0,1,2,1,0,0,0,1,5,0,0,0
Esbjerg,Arson,1,5,3,1,6,2,0,6,0,3,3,3
Esbjerg,Burglary - business and community,145,108,91,107,144,121,103,181,150,131,92,155
Esbjerg,Residential burglaries,127,131,126,168,181,173,177,224,167,128,170,220
Esbjerg,Burglary (uninhabited buildings),58,68,48,56,61,62,71,105,68,44,62,70
Esbjerg,Theft from conveyances,251,270,208,175,172,260,165,237,162,153,218,229
Esbjerg,"Shoplifting, etc.",96,79,73,94,105,128,118,142,103,146,133,124
Esbjerg,Other kinds of theft,378,408,376,498,478,535,548,572,445,488,528,564
Esbjerg,Theft of/taking vehicle without the owners consent (TWOC),76,85,93,91,110,86,81,100,87,84,102,102
Esbjerg,Theft of/taking moped without the owners consent (TWOC),88,87,69,60,74,85,71,60,32,69,48,57
Esbjerg,Theft of/taking bicycle without the owners consent (TWOC),364,441,462,372,334,411,456,427,314,451,479,358
Esbjerg,Theft of/taking other objects without the owners consent (TWOC),43,55,61,65,49,70,66,68,54,75,100,64
Esbjerg,Theft by finding,7,4,4,1,0,3,1,3,5,3,1,4
Esbjerg,Embezzlement,1,2,2,2,2,1,0,6,6,0,0,1
Esbjerg,Fraud,22,22,20,36,29,35,78,25,20,43,32,19
Esbjerg,Fraud by cheque,0,1,0,3,0,1,0,0,3,0,0,3
Esbjerg,Fraud by abuse of position,0,0,0,0,0,0,0,0,0,0,0,1
Esbjerg,Blackmail and usury,2,1,5,0,0,2,2,3,1,0,0,1
Esbjerg,Fraud against creditors,1,0,1,0,3,0,0,0,0,0,0,1
Esbjerg,Handling stolen goods,18,6,9,15,8,15,16,7,20,11,3,5
Esbjerg,Robbery,13,11,15,14,16,18,11,21,15,10,9,14
Esbjerg,Aggravated tax evasion etc.,2,0,0,0,1,1,6,3,4,0,0,0
Esbjerg,Malicious damage to property,410,290,237,266,307,230,208,225,251,219,221,192
Esbjerg,Receiving stolen goods by negligence,0,0,0,0,1,0,1,0,1,0,2,0
Esbjerg,Offence against and infringement of property,1,1,5,1,1,1,2,1,3,5,0,0
Esbjerg,"Other offences, total",38,35,54,42,25,32,26,25,38,30,28,32
Esbjerg,"Offences against public authority, etc.",13,11,14,6,7,15,15,5,11,9,10,8
Esbjerg,Offences by public servants,0,1,0,0,0,0,0,1,0,0,0,0
Esbjerg,Perjury,0,0,0,1,0,1,0,2,0,0,0,2
Esbjerg,Any other kind of false statement,8,6,4,6,4,5,6,4,7,8,2,6
Esbjerg,Offences concerning money and evidence,3,2,7,5,3,1,0,2,2,3,0,1
Esbjerg,"Trafficking of drugs, etc.",7,9,23,16,4,4,1,3,10,5,5,7
Esbjerg,Smuggling etc. of drugs,0,0,0,0,0,0,0,0,0,0,1,0
Esbjerg,General public offences etc.,0,0,0,0,0,1,0,0,1,0,3,2
Esbjerg,"Illegal trade, etc.",0,0,0,0,0,0,0,0,1,0,0,1
Esbjerg,Family relation offences,1,0,0,3,0,0,0,0,0,0,2,0
Esbjerg,Involuntary manslaughter etc. in connection with traffic accident,2,2,1,1,2,0,0,1,1,2,1,0
Esbjerg,Non-molestation order (Repealed in 2012),3,1,2,1,1,0,2,4,1,2,2,0
Esbjerg,Invasion of privacy and defamation,1,3,3,3,4,5,2,3,4,1,2,5
Esbjerg,"Special acts, total",372,384,447,430,396,452,368,443,457,527,427,454
Esbjerg,Euphoriants Act,97,85,98,101,100,101,66,107,110,124,92,75
Esbjerg,The Offensive Weapons Act,33,36,58,33,44,65,42,64,83,38,48,67
Esbjerg,"Tax legislation and fiscal acts, etc.",3,6,10,3,2,5,7,8,9,5,2,3
Esbjerg,Other special acts in criminal law,149,178,153,190,142,146,134,148,130,182,162,164
Esbjerg,Health and social security legislation,8,6,13,16,13,24,8,15,18,9,12,10
Esbjerg,Building and housing legislation,0,0,0,0,0,0,0,0,0,0,0,0
Esbjerg,The environmental protection act,3,3,2,5,5,8,11,4,3,11,3,7
Esbjerg,"Legislation on animals, hunting, etc.",22,30,42,31,38,59,59,52,42,55,66,42
Esbjerg,"Legislation on employment, transport, etc.",14,20,19,14,31,28,15,14,21,68,21,16
Esbjerg,The Companies Act,0,0,0,0,0,0,0,1,1,0,2,1
Esbjerg,Legislation on the national defence,0,0,0,4,3,2,0,6,4,4,9,10
Esbjerg,Legislation applying to public utilities,5,4,1,0,0,1,0,0,1,3,0,0
Esbjerg,"Legislation on gambling, licencing, trade",38,16,51,33,18,13,25,24,35,28,9,59
Esbjerg,Any other special legislation,0,0,0,0,0,0,1,0,0,0,1,0
Esbjerg,"Special legislation, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Fanø,"Nature of the offence, total",37,92,91,27,45,31,66,23,21,52,73,16
Fanø,"Penal Code, total",30,84,74,24,44,29,56,22,21,49,65,13
Fanø,"Penal code, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Fanø,"Sexual offenses, total",0,0,1,0,0,0,0,0,0,0,1,0
Fanø,"Incest, etc.",0,0,0,0,0,0,0,0,0,0,0,0
Fanø,"Rape, etc.",0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Heterosexual offence against a child under 12 (Repealed in 2013),0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Sexual offence against a child under 12 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Any other kind of heterosexual offence (Repealed in 2013),0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Sexual offence against a child under 15 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Any other kind of sexual offence (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Homosexual offence against a child under 12 (Repealed in 2013),0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Any other kind of homosexual offence (Repealed in 2013),0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Offence against public decency by groping,0,0,1,0,0,0,0,0,0,0,0,0
Fanø,Offence against public decency by indecent exposure,0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Any other kind of offence against public decency,0,0,0,0,0,0,0,0,0,0,1,0
Fanø,"Prostitution, etc.",0,0,0,0,0,0,0,0,0,0,0,0
Fanø,"Crimes of violence, total",2,1,4,0,4,0,1,0,0,3,2,1
Fanø,Violence against public authority,0,0,0,0,1,0,0,0,0,0,0,0
Fanø,Unlawful assembly/disturbance of public order,0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Homicide,0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Attempted homicide,0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Coercive control,0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Common assault,1,0,3,0,3,0,1,0,0,2,2,1
Fanø,Assault causing actual bodily harm,1,1,1,0,0,0,0,0,0,0,0,0
Fanø,Particularly aggravated assault,0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Unprovoked assault,0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Any other kind of intentional trespass to the person,0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Intentional bodily harm,0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Causing death or bodily harm by negligence,0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Offences against life and limb,0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Offences against personal liberty,0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Threats,0,0,0,0,0,0,0,0,0,1,0,0
Fanø,"Offences against property, total",28,83,67,24,40,29,55,22,21,46,60,12
Fanø,Forgery,3,0,0,0,0,0,0,0,0,0,0,0
Fanø,Cheque forgery,0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Arson,0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Burglary - business and community,0,2,3,0,1,0,1,1,1,2,4,1
Fanø,Residential burglaries,0,0,3,1,0,0,0,0,0,1,2,1
Fanø,Burglary (uninhabited buildings),6,42,6,5,2,2,4,1,0,0,1,1
Fanø,Theft from conveyances,0,2,2,1,0,2,0,1,1,2,2,1
Fanø,"Shoplifting, etc.",1,0,0,1,1,3,4,0,0,3,0,1
Fanø,Other kinds of theft,4,16,15,1,4,5,10,5,4,7,15,2
Fanø,Theft of/taking vehicle without the owners consent (TWOC),0,0,7,0,2,0,1,0,0,0,0,0
Fanø,Theft of/taking moped without the owners consent (TWOC),1,1,0,0,0,0,2,0,0,0,1,0
Fanø,Theft of/taking bicycle without the owners consent (TWOC),10,6,15,8,14,12,25,7,5,14,15,1
Fanø,Theft of/taking other objects without the owners consent (TWOC),0,1,1,0,0,0,1,1,0,0,0,0
Fanø,Theft by finding,0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Embezzlement,0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Fraud,0,1,1,0,0,0,0,1,0,0,2,1
Fanø,Fraud by cheque,0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Fraud by abuse of position,0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Blackmail and usury,0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Fraud against creditors,0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Handling stolen goods,0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Robbery,0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Aggravated tax evasion etc.,0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Malicious damage to property,3,12,14,7,16,5,7,5,10,17,18,3
Fanø,Receiving stolen goods by negligence,0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Offence against and infringement of property,0,0,0,0,0,0,0,0,0,0,0,0
Fanø,"Other offences, total",0,0,2,0,0,0,0,0,0,0,2,0
Fanø,"Offences against public authority, etc.",0,0,0,0,0,0,0,0,0,0,1,0
Fanø,Offences by public servants,0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Perjury,0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Any other kind of false statement,0,0,0,0,0,0,0,0,0,0,1,0
Fanø,Offences concerning money and evidence,0,0,1,0,0,0,0,0,0,0,0,0
Fanø,"Trafficking of drugs, etc.",0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Smuggling etc. of drugs,0,0,0,0,0,0,0,0,0,0,0,0
Fanø,General public offences etc.,0,0,0,0,0,0,0,0,0,0,0,0
Fanø,"Illegal trade, etc.",0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Family relation offences,0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Involuntary manslaughter etc. in connection with traffic accident,0,0,0,0,0,0,0,0,0,0,0,0
Fanø,Non-molestation order (Repealed in 2012),0,0,1,0,0,0,0,0,0,0,0,0
Fanø,Invasion of privacy and defamation,0,0,0,0,0,0,0,0,0,0,0,0
Fanø,"Special acts, total",7,8,17,3,1,2,10,1,0,3,8,3
Fanø,Euphoriants Act,1,1,0,1,1,0,1,0,0,0,1,1
Fanø,The Offensive Weapons Act,1,1,0,1,0,0,0,0,0,0,0,0
Fanø,"Tax legislation and fiscal acts, etc.",0,0,2,0,0,0,0,0,0,0,0,0
Fanø,Other special acts in criminal law,0,0,5,0,0,0,6,1,0,0,1,1
Fanø,Health and social security legislation,1,0,0,0,0,0,0,0,0,0,0,0
Fanø,Building and housing legislation,0,1,1,0,0,0,0,0,0,0,0,0
Fanø,The environmental protection act,2,3,2,0,0,0,1,0,0,0,1,0
Fanø,"Legislation on animals, hunting, etc.",1,2,1,0,0,1,0,0,0,3,4,1
Fanø,"Legislation on employment, transport, etc.",0,0,0,1,0,0,0,0,0,0,0,0
Fanø,The Companies Act,1,0,0,0,0,0,0,0,0,0,0,0
Fanø,Legislation on the national defence,0,0,0,0,0,1,0,0,0,0,0,0
Fanø,Legislation applying to public utilities,0,0,0,0,0,0,0,0,0,0,1,0
Fanø,"Legislation on gambling, licencing, trade",0,0,6,0,0,0,2,0,0,0,0,0
Fanø,Any other special legislation,0,0,0,0,0,0,0,0,0,0,0,0
Fanø,"Special legislation, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Fredericia,"Nature of the offence, total",1246,1353,1359,1442,1274,1445,1463,1771,1402,1408,1463,1526
Fredericia,"Penal Code, total",1077,1159,1181,1208,1117,1202,1358,1537,1223,1208,1290,1342
Fredericia,"Penal code, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Fredericia,"Sexual offenses, total",8,9,7,3,6,8,8,14,11,11,9,3
Fredericia,"Incest, etc.",0,0,0,0,0,0,0,0,0,0,0,0
Fredericia,"Rape, etc.",1,4,3,1,1,0,3,2,4,2,3,1
Fredericia,Heterosexual offence against a child under 12 (Repealed in 2013),0,1,0,0,2,1,0,2,0,0,0,0
Fredericia,Sexual offence against a child under 12 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Fredericia,Any other kind of heterosexual offence (Repealed in 2013),1,0,1,0,1,2,0,0,0,0,4,0
Fredericia,Sexual offence against a child under 15 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Fredericia,Any other kind of sexual offence (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Fredericia,Homosexual offence against a child under 12 (Repealed in 2013),0,0,0,0,0,0,0,0,0,0,0,0
Fredericia,Any other kind of homosexual offence (Repealed in 2013),0,0,0,0,0,0,0,0,0,0,0,0
Fredericia,Offence against public decency by groping,0,1,2,1,1,1,1,1,0,2,1,2
Fredericia,Offence against public decency by indecent exposure,3,1,0,0,0,2,2,5,5,5,0,0
Fredericia,Any other kind of offence against public decency,1,0,1,1,0,1,2,4,2,1,1,0
Fredericia,"Prostitution, etc.",2,2,0,0,1,1,0,0,0,1,0,0
Fredericia,"Crimes of violence, total",46,51,46,50,47,51,53,54,47,61,44,56
Fredericia,Violence against public authority,9,7,2,8,7,7,5,4,1,6,5,11
Fredericia,Unlawful assembly/disturbance of public order,0,0,0,0,0,0,0,0,0,0,0,0
Fredericia,Homicide,0,0,0,0,0,0,0,0,0,0,0,0
Fredericia,Attempted homicide,0,0,0,0,2,0,1,0,1,0,0,1
Fredericia,Coercive control,0,0,0,0,0,0,0,0,0,0,0,0
Fredericia,Common assault,23,25,31,30,26,32,25,41,28,37,30,27
Fredericia,Assault causing actual bodily harm,1,3,5,4,1,4,5,2,3,2,1,6
Fredericia,Particularly aggravated assault,0,0,0,0,0,0,0,0,0,0,0,0
Fredericia,Unprovoked assault,0,0,0,0,0,0,0,0,0,0,0,0
Fredericia,Any other kind of intentional trespass to the person,0,0,0,0,0,0,0,0,0,0,0,0
Fredericia,Intentional bodily harm,0,0,0,0,0,0,0,0,0,0,0,0
Fredericia,Causing death or bodily harm by negligence,0,0,0,0,0,0,0,0,0,0,0,0
Fredericia,Offences against life and limb,2,1,1,2,0,0,0,0,2,2,1,0
Fredericia,Offences against personal liberty,0,2,1,1,1,2,0,0,1,1,0,1
Fredericia,Threats,11,13,6,5,10,6,17,7,11,13,7,10
Fredericia,"Offences against property, total",1006,1084,1115,1133,1053,1133,1284,1456,1150,1117,1227,1270
Fredericia,Forgery,2,5,4,3,2,7,4,5,2,0,5,2
Fredericia,Cheque forgery,4,0,0,7,0,0,0,1,1,0,3,0
Fredericia,Arson,2,3,2,5,3,3,2,3,2,0,1,0
Fredericia,Burglary - business and community,76,73,68,120,128,90,108,173,146,108,117,182
Fredericia,Residential burglaries,53,63,53,70,78,81,112,137,123,78,78,179
Fredericia,Burglary (uninhabited buildings),37,35,49,39,38,33,29,56,33,43,36,49
Fredericia,Theft from conveyances,206,147,119,79,109,107,152,121,90,139,116,90
Fredericia,"Shoplifting, etc.",27,35,33,40,22,55,24,54,48,40,46,30
Fredericia,Other kinds of theft,219,286,306,370,328,364,376,386,274,269,348,331
Fredericia,Theft of/taking vehicle without the owners consent (TWOC),38,51,55,31,35,35,40,58,43,38,67,34
Fredericia,Theft of/taking moped without the owners consent (TWOC),34,23,37,28,17,19,25,28,22,34,28,20
Fredericia,Theft of/taking bicycle without the owners consent (TWOC),116,147,165,134,98,153,195,155,142,171,182,138
Fredericia,Theft of/taking other objects without the owners consent (TWOC),26,41,49,28,31,42,50,54,46,50,67,47
Fredericia,Theft by finding,1,0,1,1,0,1,0,0,0,1,1,0
Fredericia,Embezzlement,0,1,2,3,1,1,1,2,2,0,0,5
Fredericia,Fraud,9,11,21,7,10,14,6,26,17,10,12,19
Fredericia,Fraud by cheque,0,0,0,0,0,2,0,1,0,1,0,0
Fredericia,Fraud by abuse of position,1,1,0,0,0,0,0,0,1,0,0,0
Fredericia,Blackmail and usury,0,0,1,1,0,0,1,0,1,0,0,0
Fredericia,Fraud against creditors,0,0,0,0,0,0,0,0,0,0,2,2
Fredericia,Handling stolen goods,4,5,4,5,7,6,4,5,6,4,2,4
Fredericia,Robbery,9,5,12,6,3,5,11,25,12,9,6,20
Fredericia,Aggravated tax evasion etc.,1,0,3,0,1,1,3,1,9,0,0,0
Fredericia,Malicious damage to property,140,151,131,152,141,114,141,163,127,122,110,118
Fredericia,Receiving stolen goods by negligence,0,0,0,0,0,0,0,0,0,0,0,0
Fredericia,Offence against and infringement of property,1,1,0,4,1,0,0,2,3,0,0,0
Fredericia,"Other offences, total",17,15,13,22,11,10,13,13,15,19,10,13
Fredericia,"Offences against public authority, etc.",10,8,2,10,1,3,1,1,4,2,3,4
Fredericia,Offences by public servants,0,0,0,0,0,0,0,0,0,0,0,0
Fredericia,Perjury,0,0,0,0,0,0,0,0,0,0,0,0
Fredericia,Any other kind of false statement,0,0,2,4,3,2,1,2,2,3,3,2
Fredericia,Offences concerning money and evidence,0,0,4,2,2,0,0,6,1,4,2,0
Fredericia,"Trafficking of drugs, etc.",2,3,1,2,3,1,0,0,3,1,1,2
Fredericia,Smuggling etc. of drugs,0,0,0,0,0,0,0,0,0,0,0,1
Fredericia,General public offences etc.,0,0,0,0,0,0,0,0,1,4,0,0
Fredericia,"Illegal trade, etc.",0,0,0,0,0,0,0,0,0,1,0,0
Fredericia,Family relation offences,0,0,0,0,0,0,1,0,1,0,0,0
Fredericia,Involuntary manslaughter etc. in connection with traffic accident,1,0,0,0,0,0,0,1,0,0,0,0
Fredericia,Non-molestation order (Repealed in 2012),2,3,0,2,2,3,7,0,2,2,0,4
Fredericia,Invasion of privacy and defamation,2,1,4,2,0,1,3,3,1,2,1,0
Fredericia,"Special acts, total",169,194,178,234,157,243,105,234,179,200,173,184
Fredericia,Euphoriants Act,49,46,50,58,31,52,24,38,33,37,37,51
Fredericia,The Offensive Weapons Act,21,32,28,29,16,57,14,19,31,24,13,19
Fredericia,"Tax legislation and fiscal acts, etc.",4,1,3,3,1,1,0,4,2,2,1,3
Fredericia,Other special acts in criminal law,41,48,38,46,40,47,24,51,29,51,37,25
Fredericia,Health and social security legislation,1,1,4,3,3,3,3,5,4,2,10,5
Fredericia,Building and housing legislation,0,0,0,0,0,0,0,0,0,0,0,0
Fredericia,The environmental protection act,1,2,3,3,2,2,1,1,3,1,1,2
Fredericia,"Legislation on animals, hunting, etc.",2,11,8,5,9,13,15,12,11,13,16,12
Fredericia,"Legislation on employment, transport, etc.",8,8,5,24,2,8,11,17,10,16,3,5
Fredericia,The Companies Act,1,0,0,0,0,0,0,0,0,1,0,0
Fredericia,Legislation on the national defence,27,22,19,31,19,25,4,55,29,35,46,42
Fredericia,Legislation applying to public utilities,0,0,0,0,0,0,0,0,0,0,0,1
Fredericia,"Legislation on gambling, licencing, trade",14,23,20,32,34,35,9,32,27,18,9,19
Fredericia,Any other special legislation,0,0,0,0,0,0,0,0,0,0,0,0
Fredericia,"Special legislation, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Haderslev,"Nature of the offence, total",1185,1105,1259,1485,1392,1305,1345,1469,1312,1309,1358,1273
Haderslev,"Penal Code, total",1039,938,1140,1362,1266,1149,1243,1281,1158,1094,1206,1110
Haderslev,"Penal code, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Haderslev,"Sexual offenses, total",8,4,5,10,12,6,3,4,3,6,7,4
Haderslev,"Incest, etc.",0,0,0,0,0,0,0,0,0,0,0,0
Haderslev,"Rape, etc.",1,1,0,0,3,0,0,0,1,1,2,0
Haderslev,Heterosexual offence against a child under 12 (Repealed in 2013),0,1,1,2,1,0,0,1,0,0,1,0
Haderslev,Sexual offence against a child under 12 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Haderslev,Any other kind of heterosexual offence (Repealed in 2013),2,0,1,1,4,5,0,0,1,0,0,0
Haderslev,Sexual offence against a child under 15 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Haderslev,Any other kind of sexual offence (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Haderslev,Homosexual offence against a child under 12 (Repealed in 2013),0,0,0,1,0,0,0,0,0,0,0,0
Haderslev,Any other kind of homosexual offence (Repealed in 2013),0,0,0,0,0,0,0,0,0,0,0,0
Haderslev,Offence against public decency by groping,2,1,0,1,2,1,1,1,1,2,1,1
Haderslev,Offence against public decency by indecent exposure,1,0,0,0,1,0,1,0,0,2,1,2
Haderslev,Any other kind of offence against public decency,2,0,2,4,0,0,1,1,0,1,1,0
Haderslev,"Prostitution, etc.",0,1,1,1,1,0,0,1,0,0,1,1
Haderslev,"Crimes of violence, total",41,53,31,37,38,48,45,46,31,49,47,31
Haderslev,Violence against public authority,7,6,2,7,4,5,3,10,4,6,6,2
Haderslev,Unlawful assembly/disturbance of public order,0,0,0,0,0,0,0,0,0,0,0,0
Haderslev,Homicide,0,0,0,0,0,0,1,0,0,0,0,1
Haderslev,Attempted homicide,1,0,0,0,0,0,0,0,0,0,0,0
Haderslev,Coercive control,0,0,0,0,0,0,0,0,0,0,0,0
Haderslev,Common assault,20,29,17,22,13,29,29,24,16,30,18,18
Haderslev,Assault causing actual bodily harm,1,5,1,3,4,6,5,3,1,1,5,2
Haderslev,Particularly aggravated assault,0,0,0,0,0,0,0,0,0,0,0,0
Haderslev,Unprovoked assault,0,0,0,0,0,0,0,0,0,0,0,0
Haderslev,Any other kind of intentional trespass to the person,0,0,0,0,0,0,0,0,0,0,0,0
Haderslev,Intentional bodily harm,0,0,0,0,0,0,0,0,0,0,0,0
Haderslev,Causing death or bodily harm by negligence,0,0,0,0,0,0,0,0,0,1,0,0
Haderslev,Offences against life and limb,0,1,0,0,1,1,0,0,0,1,2,1
Haderslev,Offences against personal liberty,0,0,0,0,2,1,0,1,0,0,2,0
Haderslev,Threats,12,12,11,5,14,6,7,8,10,10,14,7
Haderslev,"Offences against property, total",974,871,1098,1303,1210,1083,1186,1220,1112,1018,1140,1064
Haderslev,Forgery,3,2,15,2,2,3,5,17,3,2,3,2
Haderslev,Cheque forgery,4,3,1,1,0,0,25,0,11,0,1,6
Haderslev,Arson,0,3,0,0,2,1,0,1,1,0,2,0
Haderslev,Burglary - business and community,69,62,101,128,110,78,57,87,110,97,93,87
Haderslev,Residential burglaries,75,66,102,194,144,102,152,149,155,75,143,221
Haderslev,Burglary (uninhabited buildings),50,53,30,54,47,33,51,55,52,28,43,48
Haderslev,Theft from conveyances,139,106,141,137,137,135,120,153,112,88,72,122
Haderslev,"Shoplifting, etc.",37,29,38,44,35,28,30,39,43,29,38,12
Haderslev,Other kinds of theft,276,247,293,374,337,334,355,303,286,327,320,269
Haderslev,Theft of/taking vehicle without the owners consent (TWOC),41,39,47,63,53,41,50,54,48,37,69,50
Haderslev,Theft of/taking moped without the owners consent (TWOC),21,28,27,29,21,25,29,22,26,24,25,10
